# Consolidated function renames (FINAL) — applied to symbols/FUNCTION_CATEGORIES.csv as checkpoint.
# Provenance: /tmp/renames/CONSOLIDATED_final.csv (auto renames + deep-analysis + preserved human names, consolidated).
# Generated: 2026-08-04. Columns: bank,addr,old_name,new_name,confidence,reason.
60E0FC00,0x2BBEA,FUN_0002bbea,dsc_vehicle_state_calc,0.5,"Called by updateDSCRelatedCANStuff(0x2AA02); reads cal bytes 0x77A68..0x77A6A + sensors 0xA401/0xA428/0xBB5C, 2DLookup + firstOrderFilter + floatToInt/fixedPointToFloat_8bit, writes RAM 0xFFFFBC14..0xFFFFBC2C"
60E1D400,0x789E,crank_position_state_machine,crank_position_state_machine,0.9,already descriptive human name preserved
60E1D400,0x189EE,rotor_sync_position_detector,rotor_sync_position_detector,0.9,already descriptive human name preserved
60E0FC00,0x1194E,bunchOFuncs,diag_leadingandtrailingseperationmain_1194e,0.7,faultRelated??;faultSomething0x1
60E1D400,0x1C690,combustion_quality_monitor_1C690,combustion_quality_monitor_1C690,0.9,already descriptive human name preserved
60E0FC00,0x23A64,FUN_00023a64,throttle_control_calc,0.5,"Called by getThrottleControl; 2DLookup_FP_16bit, readValue_float 0x80A4 vs cal 0x6FA60, threshold -200 cal 0x74878, writes flag 0xFFFFB481, saturate"
60E0FC00,0x328D4,cruiseControlSetRealted,cruiseControlSetRealted,0.9,already descriptive human name preserved
60E1D400,0x332A8,cruiseControlSetRealted,cruiseControlSetRealted,0.9,already descriptive human name preserved
60E1D400,0x1E31E,transmission_controller_1E31E,transmission_controller_1E31E,0.9,already descriptive human name preserved
60E0FC00,0x8B4C,FUN_00008b4c,rtos_task_wake_flag,0.4,"Low-level RTOS-ish: setSR_PARAM int-disable, indexed flag table at 0xFFFFA004, fnptr table 0x0000D7D4, calls FUN_0a8a4; no callers (ptr/ISR), near boot region"
60E1D400,0x54C2C,amplitude_measure_0x54C2C,ctrl_amplitude_54c2c,0.3,no-callee-evidence
60E0FC00,0x12E94,leadingAndTrailingSeperatorSomething,math_leadingandtrailingseperatorsomething_12e94,0.7,2DLookup;3dLookup
60E0FC00,0x15F82,FUN_00015f82,idle_speed_valve_signal_calc,0.7,"Called by updateIdleControl??(0x165C4); readValue_float on idle-valve air cells 0x8040/0x8048, status 0x76220/0xA88C/0xB580/0xB588, cal floats 0x7623C-0x7624C, saturate_SIGNAL_LOWER_UPPER; idle speed actuator signal update"
60E1D400,0x16466,dual_rotor_sync_controller,dual_rotor_sync_controller,0.9,already descriptive human name preserved
60E1D400,0x59E44,sunroof_control_0x59E44,fuel_sunroof_59e44,0.3,sunroof_control_0x59E44
60E1D400,0x38F58,bulk_data_write_with_bounds_38F58,diag_bounds_38f58,0.3,bulk_data_write_with_bounds_38F58
60E1D400,0x2830C,multi_condition_complex_2830C,math_condition_2830c,0.3,multi_condition_complex_2830C
60E0FC00,0x2C912,debounceGearConditionAutoTransMAYBE,debounceGearConditionAutoTransMAYBE,0.9,already descriptive human name preserved
60E1D400,0x2CFE6,debounceGearConditionAutoTransMAYBE,debounceGearConditionAutoTransMAYBE,0.9,already descriptive human name preserved
60E0FC00,0x31ECC,FUN_00031ecc,sas_air_inj_on_time_calc,0.7,"Called by calculateSecondaryAirOnTime(0x31BF2); 2DLookup 0x69180/0x69194 on baro 0xA9FC & 0xAE40/0xC0D8, on-time timer bytes 0xFFFFBF94-0xFFFFBF9D vs cal 0x77948/0x7790C; secondary-air(SAS) injection on-time calc"
60E1D400,0x3F208,egr_control_3F208,egr_control_3F208,0.9,already descriptive human name preserved
60E1D400,0x4A3A4,pwm_duty_calc_4A3A4,pwm_duty_calc_4A3A4,0.9,already descriptive human name preserved
60E0FC00,0x2CB6A,debounceCalculatedGear,debounceCalculatedGear,0.9,already descriptive human name preserved
60E1D400,0x39C98,main_control_dispatcher_39c98,fuel_dispatcher_39c98,0.3,main_control_dispatcher_39c98
60E0FC00,0x4D8FC,FUN_0004d8fc,obd_readiness_flags_update,0.5,"Called by faultRelated??(0x39938); OBD monitor flag bytes 0xCE40-0xCE4F/0xCFD9/0xD07A/0xD083 + RAM 0xFFFFCE8D-0xFFFFCE98, getKnownBooleanValue??(0x11F54), cal 0x7B98A threshold on 0xCDA6; readiness/flag state update"
60E1D400,0x3CBD2,state_flag_update_3cd5c,isr_update_3cbd2,0.3,state_flag_update_3cd5c
60E1D400,0x20C8C,apex_seal_detonation_control_20C8C,apex_seal_detonation_control_20C8C,0.9,already descriptive human name preserved
60E1D400,0x5BB76,tolerance_check_0x5BB76,diag_tolerance_5bb76,0.3,tolerance_check_0x5BB76
60E1D400,0x49B4E,bit_toggle_49B4E,ctrl_toggle_49b4e,0.3,no-callee-evidence
60E0FC00,0x57BB8,FUN_00057bb8,uds_request_download_handler,0.6,"Called by task3(0x1182A); UDS diag region: builds response buffer (0x73=0x33|0x40 positive resp for service 0x33) via setupForUdsResponse(0x66A14), returnFaultCode(0x5E25C), FUN_5e1d8/5e266/5e2fc/5e414; gated by 0xD075/0xD07A/0xD083, RAM 0xFFFFD087-0xFFFFD090; KWP2000 request-download handler"
60E1D400,0x4AFEA,cache_invalidate_4AFEA,ctrl_invalidate_4afea,0.3,no-callee-evidence
60E0FC00,0x2138A,FUN_0002138a,dsc_throttle_intervention_calc,0.6,"Called by DSCThrottleStuff?(0x21AB6); DSC-throttle: reads 0xAAC6/0xAAC7/0xB128/0xA424/0xB586, cal 0x725F2-0x72610 thresholds, writes 0xFFFFB2AC-0xFFFFB2C5 flags + float 0xB2A8; add16bitSaturate/addSaturate8Bit/osTaskScheduler; DSC torque-limiting intervention"
60E1D400,0x2158,LongFunc,diag_longfunc_2158,0.3,LongFunc
60E1D400,0x1671A,secondary_chamber_controller,fuel_controller_1671a,0.3,secondary_chamber_controller
60E1D400,0x53760,assert_handler_0x53760,assert_handler_0x53760,0.3,assert_handler_0x53760
60E1D400,0x2D600,pid_control_loop_2D600,fuel_control_2d600,0.3,pid_control_loop_2D600
60E0FC00,0x11286,setEngineStatusRotor,setEngineStatusRotor,0.9,already descriptive human name preserved
60E0FC00,0x26C80,FUN_00026c80,alternator_voltage_condition_flag,0.5,"Called by alternatorControl(0x27132) (AUXILIARY_CONTROL 7.2); battery voltage 0xB5DC vs cal 0x749FC/0x74A00, engine state 0xA428, sets flag 0xB683; alternator voltage condition latch"
60E1D400,0x18860,omp_waveform_state_machine_18860,omp_waveform_state_machine_18860,0.9,already descriptive human name preserved
60E1D400,0x20E7C,rotary_combustion_efficiency_20E7C,rotary_combustion_efficiency_20E7C,0.9,already descriptive human name preserved
60E1D400,0x51F04,request_parser_0x51F04,diag_request_51f04,0.3,request_parser_0x51F04
60E1D400,0x52CF8,context_switch_0x52CF8,rtos_context_52cf8,0.3,context_switch_0x52CF8
60E0FC00,0x35202,ImmoMain,ImmoMain,0.9,already descriptive human name preserved
60E0FC00,0x284D6,eShaftLearn?,eShaftLearn?,0.9,already descriptive human name preserved
60E1D400,0x2F830,multi_threshold_check_increment_2F830,math_threshold_2f830,0.3,multi_threshold_check_increment_2F830
60E0FC00,0x4434E,FUN_0004434e,obd_fault_condition_counter,0.5,"Called by largeFunction(0x2912E); OBD/fault counters 0xCA60/0xCA83/0xCA98-0xCA9E + flag 0xCFD9, 0xBAD4==0x190 gate, fixedPointToFloat on 0xB6CC vs cal 0x7ADC6, calls obdFaultRelated?(0x444C4); driving-condition/fault-window counter"
60E1D400,0x3E9C6,extended_calc_3E9C6,extended_calc_3E9C6,0.9,already descriptive human name preserved
60E1D400,0x3E39A,response_builder_3E39A,diag_response_3e39a,0.3,response_builder_3E39A
60E0FC00,0x210B6,FUN_000210b6,dsc_throttle_torque_limit_calc,0.5,"Called by DSCThrottleStuff?(0x21AB6); DSC family (cf 0x2138A/0x21228): 2DLookup 0x68A88 on 0xB5A8, cal 0x725F6, RAM 0xFFFFB2AE-0xFFFFB2C4 flags, bsr FUN_21730 + add16bitSaturate/addSaturate8Bit/osTaskScheduler; DSC throttle torque limit"
60E0FC00,0x3D59C,FUN_0003d59c,iat_air_density_correction,0.5,"Called by 0x3D244/0x3D25E (valueInits/faultRelated helpers); engine state 0xA428/0xA42C, 2DLookup_FP_16bit 0x699AC + 2DLookup 0x699B8 on float 0xAA08, writes words 0xC5FC/0xC5FE next to IAT 0xC5F0 (SENSOR_PIPELINE); IAT-based correction"
60E1D400,0x27BA4,complex_multi_condition_27BA4,math_condition_27ba4,0.3,complex_multi_condition_27BA4
60E0FC00,0x6122C,FUN_0006122c,uds_caldata_validity_gate,0.5,"Called by FUN_60b8c; UDS region: zero-check RAM 0xFFFF87B0-0xFFFF87CC via FUN_2034/invertAndReturn_8bit, then chained sub-gates FUN_6267c/61500/61e30/65cd0/66280 each must return 0; calibration-data/programming validity gate"
60E1D400,0x3BCF0,feedback_correction_3BE30,fuel_correction_3bcf0,0.3,feedback_correction_3BE30
60E1D400,0x271B8,multi_condition_control_271B8,diag_condition_271b8,0.3,multi_condition_control_271B8
60E1D400,0x10DC8,FUN_0x10DC8,ctrl_handler_10dc8,0.3,no-callee-evidence
60E0FC00,0x4A308,FUN_0004a308,obd_cat_monitor_eff_calc,0.4,"Called by FUN_22532; OBD flag cells 0xCD85/0xCF4B/0xCDB2/0xD077/0xC832/0xD078 + 0xFFFFCCD4, cal thresholds 0x7B818/0x7B47C/0x7B480/0x7B484/0x7C139, 2D/3D lookups + minValue + saturate; OBD catalyst-efficiency monitor condition calc"
60E0FC00,0x21228,FUN_00021228,dsc_throttle_reduction_calc,0.5,"Called by DSCThrottleStuff?(0x21AB6); DSC family (cf 0x2138A/0x210B6): 2DLookup 0x68A88 on 0xB5A8, cal 0x725FA, RAM 0xFFFFB2B0-0xFFFFB2C5 flags (uses 0xA445/0xB125), add16bitSaturate/addSaturate8Bit/osTaskScheduler; DSC throttle reduction logic"
60E1D400,0x2100A,rotor_sync_gate_state_ctrl_2100A,rotor_sync_gate_state_ctrl_2100A,0.9,already descriptive human name preserved
60E0FC00,0x22D20,FUN_00022d20,evap_purge_flow_calc,0.6,"Called by 0x2264A/0x22BBA in evap region (cf evapRelated 0x224F6); 2D/3D lookup 0x688DC/0x688FC/0x688A0/0x688B4 on RPM 0xB594 + 0xAA08, writes 0xB398 float/0xB3A4/0xB3AA, flag 0xB39C, cal 0x73620-0x73630; evap purge flow/command"
60E1D400,0x4FAD8,feedback_control_0x4FAD8,fuel_feedback_4fad8,0.3,feedback_control_0x4FAD8
60E1D400,0x3E1F8,protocol_handler_3E1F8,uds_protocol_3e1f8,0.3,protocol_handler_3E1F8
60E0FC00,0x1A534,FUN_0001a534,maf_read_critical_section,0.7,Called by FUN_1151a; getSR(0x10)/setSR(0x3934) IRQ-disable wrapper around MAFRelated(0x1ACAE)+FUN_1ad8c; MAF sensor read in critical section
60E0FC00,0x35432,ImmoWaitForKey,ImmoWaitForKey,0.9,already descriptive human name preserved
60E1D400,0x35F92,ImmoWaitForKey,ImmoWaitForKey,0.9,already descriptive human name preserved
60E0FC00,0x26044,alternatorStuff,alternatorStuff,0.9,already descriptive human name preserved
60E0FC00,0x35782,ImmoStateGoodFunc,ImmoStateGoodFunc,0.9,already descriptive human name preserved
60E1D400,0x362E2,ImmoStateGoodFunc,ImmoStateGoodFunc,0.9,already descriptive human name preserved
60E1D400,0x4CE5C,profiler_report_4CE5C,ctrl_profiler_4ce5c,0.3,no-callee-evidence
60E1D400,0x42DBC,traction_control_42E46,traction_control_42E46,0.9,already descriptive human name preserved
60E0FC00,0x35D10,ImmoGetCANData,ImmoGetCANData,0.9,already descriptive human name preserved
60E1D400,0x36870,ImmoGetCANData,ImmoGetCANData,0.9,already descriptive human name preserved
60E1D400,0x3C888,clamp_range_check_3c938,diag_clamp_3c888,0.3,clamp_range_check_3c938
60E0FC00,0x51968,FUN_00051968,fault_counter_clear,0.5,"Called by faultRelated??(0x39938); gated by getKnownBooleanValue??(0x11F54)+OBD flags 0xCFD9/0xFFFFCFA2, clears RAM bytes 0x8FEE/0x8FF0/0x8FF2 via updateMemoryAtAddress_8bit(0x3E1F8); fault-counter reset"
60E0FC00,0x1A7FA,vehicleConditionRelatedFuntions,vehicleConditionRelatedFuntions,0.9,already descriptive human name preserved
60E0FC00,0x452A8,FUN_000452a8,dtc_fault_status_update,0.6,"Called by 0x39342 (throttleTask fault cluster, cf 0x44648); status 0xB48A/0xB489/0xFFFFA228-9, updates 0x875E/0x875C vs cal 0x7AF28, E2 shadow 0xFFFFCAE5-8, updateFaultStatusTHUNK(0x5E644); DTC fault status update"
60E0FC00,0x36684,checkImmoStatus?,checkImmoStatus?,0.9,already descriptive human name preserved
60E0FC00,0x2D9BC,cruiseControlUndershootingPlausibilityMon,cruiseControlUndershootingPlausibilityMon,0.9,already descriptive human name preserved
60E0FC00,0x1F74E,FUN_0001f74e,fuel_pressure_sensor_calc,0.6,"Called by getFuelingSlowtask?(0x21BB2); readValue_float on ADC 0x8114/0xFFFF8124, add16bitSaturate on 0xB16C, saturate vs cal 0x716AC/0x716CC/0x716D0, writes float 0xFFFFB168 + status 0xB164/0xFFFFB173; fuel rail pressure sensor processing"
60E1D400,0x21C90,main_control_loop_processor_21C90,fuel_processor_21c90,0.3,main_control_loop_processor_21C90
60E1D400,0x14E92,load_profile_accumulator,load_profile_accumulator,0.9,already descriptive human name preserved
60E0FC00,0x1B924,FUN_0001b924,sec_o2_sensor_voltage_calc,0.7,"Called by getVehicleCondtions??(0x1A940); fixedPointToFloat on 0xAD80 -> writes 0xFFFFAD8C = Secondary O2 sensor voltage (O2_LAMBDA_SUBSYSTEM.md), rate-limited via firstOrderFilter, cal 0x6F9E4-0x6F9F4"
60E0FC00,0x218F4,crankingRelatedFunc,crankingRelatedFunc,0.9,already descriptive human name preserved
60E1D400,0xAF10,rotor_position_synchronization,rotor_position_synchronization,0.9,already descriptive human name preserved
60E0FC00,0x21C66,FUN_00021c66,cruise_engine_cond_read,0.5,"Called by cruiseControl?(0x118FE); getSR(0x10)/setSR(0x3934) wrapper around engineConditonSomething(0x205AC)+FUN_34a4a, data-ref 0xEE86 getConditionalsForRevLimit; reads engine conditions for cruise control"
60E0FC00,0x1414,seemsImportant,ctrl_seemsimportant_1414,0.3,no-callee-evidence
60E0FC00,0x3280,FUN_00003280,rtos_context_switch_restore,0.6,"Called by FUN_03238 (context-save side); RTOS TCB 0xFFFF7638: restores SR/FPU/GPRs from stack, counter/priority checks, ends rte; calls FUN_035ee/0375c; task context-switch restore path"
60E0FC00,0x94FC,FUN_000094fc,diag_taskendroutine_94fc,0.3,no-callee-evidence
60E0FC00,0x1AD6,FUN_00001ad6,diag_handler_1ad6,0.3,no-callee-evidence
60E0FC00,0x1C04,FUN_00001c04,ctrl_handler_1c04,0.3,no-callee-evidence
60E0FC00,0x532A2,FUN_000532a2,diag_getcommandedlamdaobd_532a2,0.3,no-callee-evidence
60E0FC00,0x7C68,geteShaftAngle?,geteShaftAngle?,0.9,already descriptive human name preserved
60E1D400,0x5699A,security_access,diag_security_5699a,0.3,security_access
60E0FC00,0x1858,FUN_00001858,ctrl_handler_1858,0.3,no-callee-evidence
60E0FC00,0x55A30,FUN_00055a30,uds_readvalue_55a30,0.5,byteToUDS_SERVICE_DATA
60E0FC00,0x35662,ImmoCalculateSeedResult,ImmoCalculateSeedResult,0.9,already descriptive human name preserved
60E1D400,0x43F56,exhaust_control_43FE8,exhaust_control_43FE8,0.9,already descriptive human name preserved
60E1D400,0x5A374,humidity_control_0x5A374,fuel_humidity_5a374,0.3,humidity_control_0x5A374
60E1D400,0x361C2,state_machine_conditional_port_361C2,math_conditional_361c2,0.3,state_machine_conditional_port_361C2
60E0FC00,0x50AA,FUN_000050aa,diag_handler_50aa,0.3,no-callee-evidence
60E0FC00,0x2AB2E,thunk_FUN_00029760,diag_thunk_2ab2e,0.3,thunk_FUN_00029760
60E1D400,0x1BE08,FUN_0x1BE08,ctrl_handler_1be08,0.3,no-callee-evidence
60E0FC00,0x1A35C,getIOUpdates?,diag_getioupdates_1a35c,0.7,calcDiagFuelInjectorTrim;thunk_FUN_0004819e
60E0FC00,0x57C6,FUN_000057c6,mem_loadstatusregister_57c6,0.7,loadStatusRegister_ADDR;setSR_PARAM
60E1D400,0x377C0,state_machine_register_controller_377C0,sensor_controller_377c0,0.3,state_machine_register_controller_377C0
60E1D400,0x5996C,trip_distance_0x5996C,ctrl_distance_5996c,0.3,no-callee-evidence
60E0FC00,0x475E4,FUN_000475e4,math_add16bitsaturate_475e4,0.7,add16bitSaturate_ADD1_ADD2;readValue_float_DEFAULTVAL_ADDRESS
60E0FC00,0x1746E,FUN_0001746e,diag_saturatelow_1746e,0.3,no-callee-evidence
60E0FC00,0x61FF6,FUN_00061ff6,diag_handler_61ff6,0.3,no-callee-evidence
60E0FC00,0x567A,FUN_0000567a,mem_loadstatusregister_567a,0.7,loadStatusRegister_ADDR;setSR_PARAM
60E0FC00,0x1DC2A,FUN_0001dc2a,diag_2dlookup_1dc2a,0.3,no-callee-evidence
60E0FC00,0x2D60E,FUN_0002d60e,mem_add16bitsaturate_2d60e,0.5,readValue_8bit_ADDRESS_VAL
60E1D400,0x121F0,calc_combustion_efficiency_metric,calc_combustion_efficiency_metric,0.9,already descriptive human name preserved
60E1D400,0x1237C,calc_combustion_load_factor,calc_combustion_load_factor,0.9,already descriptive human name preserved
60E0FC00,0x35BFC,calculateImmoSeed,calculateImmoSeed,0.9,already descriptive human name preserved
60E1D400,0x3675C,calculateImmoSeed,calculateImmoSeed,0.9,already descriptive human name preserved
60E1D400,0x2DDF6,closed_loop_correction_2DDF6,fuel_correction_2ddf6,0.3,closed_loop_correction_2DDF6
60E1D400,0x295D2,dispatch_control_algorithm_295D2,fuel_algorithm_295d2,0.3,dispatch_control_algorithm_295D2
60E1D400,0x53BEA,type_checker_0x53BEA,isr_checker_53bea,0.3,type_checker_0x53BEA
60E0FC00,0x57E14,FUN_00057e14,ctrl_handler_57e14,0.3,no-callee-evidence
60E0FC00,0x2D722,FUN_0002d722,mem_add16bitsaturate_2d722,0.5,readValue_8bit_ADDRESS_VAL
60E0FC00,0x513EA,FUN_000513ea,diag_addsaturate8bit_513ea,0.3,no-callee-evidence
60E0FC00,0x2ED54,calculateACClutchOn??,calculateACClutchOn??,0.9,already descriptive human name preserved
60E1D400,0x1D32E,complex_control_loop_1D32E,fuel_control_1d32e,0.3,complex_control_loop_1D32E
60E1D400,0x371E4,configuration_register_setup_371E4,mem_configuration_371e4,0.3,configuration_register_setup_371E4
60E1D400,0x3EB3C,final_processor_3EB3C,ign_processor_3eb3c,0.3,final_processor_3EB3C
60E0FC00,0x4A4A0,FUN_0004a4a0,diag_saturate_4a4a0,0.3,no-callee-evidence
60E0FC00,0x35E58,setImmoCANTXData,setImmoCANTXData,0.9,already descriptive human name preserved
60E1D400,0x369B8,setImmoCANTXData_369B8,setImmoCANTXData_369B8,0.9,already descriptive human name preserved
60E1D400,0x56E64,softmax_0x56E64,diag_o2_voltage_fault_check,0.7,"reads front-O2 float @0xAA10 (O2_LAMBDA_SUBSYSTEM.md) + voltage @0xB600, 2-sided float threshold compares vs literal-pool bounds, gates on flag byte @0xC656, returns fault codes 0x00/0x10/0x22; O2 voltage bounds monitor, not softmax"
60E1D400,0x56892,regression_0x56892,position_check,0.9,UDS 0x27 security position_check (UDS_SECURITY_MAPPING.md): scans 3 entries @0x5FA90 stride 0x6 comparing entry[i][1] then ANDs runtime mask word @0xFFFFD3F0; returns table idx 0..2/3; not regression
